CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE,salinity_index,SEMAFORO_Amarillo,SEMAFORO_Rojo,SEMAFORO_Verde,contaminant_count
DLDUR689M1,POZO LUIS MOYA,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-103.96478,24.55178,2020,229.95,Alta,524.0,Buena para riego,337.4,Excelente para riego,Potable - Dulce,2.8089,Alta,175.5248,Potable - Dura,1.1,Potable - Excelente,2.294474,Potable - Excelente,0.1535,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0359,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.02346478313367213,False,True,False,3
DLDUR690,POZO YERBANIS,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-103.88003,24.67848,2020,254.04,Alta,640.0,Buena para riego,362.2,Excelente para riego,Potable - Dulce,1.491,Potable - Optima,175.5248,Potable - Dura,1.1,Potable - Excelente,2.645957,Potable - Excelente,0.2518,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.02565250738384484,False,True,False,2
DLDUR691,POZO 3 PEÑON BLANCO,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-104.02779,24.79006,2020,171.915,Alta,507.0,Buena para riego,318.2,Excelente para riego,Potable - Dulce,1.568,Alta,133.6382,Potable - Dura,1.1,Potable - Excelente,2.72281,Potable - Excelente,0.0678,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.0193977205289067,False,True,False,3
DLDUR692,POZO COVADONGA,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-104.079,24.90714,2020,158.775,Alta,622.0,Buena para riego,307.8,Excelente para riego,Potable - Dulce,13.0078,Alta,20.0,Potable - Suave,1.1,Potable - Excelente,1.985283,Potable - Excelente,0.0745,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.011431876192714801,False,True,False,3
DLDUR694,POZO 2 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.79279,25.12443,2020,267.18,Alta,1931.0,Permisible para riego,1283.3333,Cultivos con manejo especial,Ligeramente salobres,1.2869,Potable - Optima,570.4556,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,16.017352,No apta como FAAP,0.0425,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"DT,AS,NO3,",SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,0.08734632187846088,False,True,False,4
DLDUR695,POZO 1 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.78701,25.11561,2020,278.13,Alta,1732.0,Permisible para riego,1108.3333,Cultivos con manejo especial,Ligeramente salobres,1.3036,Potable - Optima,523.896,Muy dura e indeseable usos industrial y domestico,160.0,Buena calidad,18.395456,No apta como FAAP,0.053,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"DT,AS,NO3,",SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,0.07896155411114104,False,True,False,4
DLDUR696,POZO 2 VELARDEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.72887,25.06215,2020,281.415,Alta,1286.0,Permisible para riego,860.3333,Cultivos sensibles,Potable - Dulce,1.3098,Potable - Optima,330.672,Potable - Dura,1.1,Potable - Excelente,7.357424,Potable - Buena calidad,0.1002,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.1367,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.052939613420426725,False,True,False,2
DLDUR697,POZO VISTA HERMOSA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.72011,25.03684,2020,297.84,Alta,2078.0,Dudosa para riego,1340.0,Cultivos con manejo especial,Ligeramente salobres,1.0852,Potable - Optima,587.64,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,0.245401,Potable - Excelente,0.0775,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"CONDUC,DT,AS,",SI,NO,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.09173221833604024,False,True,False,4
DLDUR699,POZO 4 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.6934,24.85957,2020,254.04,Alta,851.0,Permisible para riego,491.0,Excelente para riego,Potable - Dulce,1.0721,Potable - Optima,229.08,Potable - Dura,1.1,Potable - Excelente,0.899445,Potable - Excelente,0.0711,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0353,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.03468086345823867,False,True,False,2
DLDUR700,POZO 1 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.69635,24.8579,2020,249.66,Alta,808.0,Permisible para riego,479.0,Excelente para riego,Potable - Dulce,1.0707,Potable - Optima,231.072,Potable - Dura,1.1,Potable - Excelente,0.243175,Potable - Excelente,0.0639,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.0340336725997543,False,True,False,2
DLDUR701,POZO 12 DE DICIEMBRE,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.57082,24.70461,2020,246.375,Alta,608.0,Buena para riego,887.3333,Cultivos sensibles,Potable - Dulce,0.9514,Potable - Optima,55.776,Potable - Suave,211.0,Aceptable,1.812587,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.016677605476576488,False,False,True,0
DLDUR702,POZO 10 DE ABRIL (SANTA CLARA),CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,SANTA CLARA,POZO,-103.48315,24.55637,2020,137.97,Media,2630.0,Dudosa para riego,2354.0,Cultivos tolerantes,Salobres,0.9793,Potable - Optima,1216.706,Muy dura e indeseable usos industrial y domestico,24196.0,Fuertemente contaminada,6.579332,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0091,Potable - Excelente,0.4713,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,FE,",SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,0.16109528144005494,False,True,False,7
DLDUR703M1,POZO HEBERTO CASTILLO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.42265,25.05818,2020,219.78,Alta,330.0,Buena para riego,284.0,Excelente para riego,Potable - Dulce,1.4232,Potable - Optima,39.584,Potable - Suave,75.0,Buena calidad,0.651957,Potable - Excelente,0.0307,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0141,Potable - Excelente,0.0288,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.007803704636307504,False,True,False,2
DLDUR710,POZO VICENTE GUERRERO 1,PACIFICO NORTE,DURANGO,VICENTE GUERRERO,VICENTE GUERRERO-POANAS,POZO,-103.98071,23.72654,2020,197.1,Alta,389.0,Buena para riego,265.8,Excelente para riego,Potable - Dulce,0.76,Potable - Optima,139.622,Potable - Dura,20.0,Buena calidad,0.703803,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.017588198485929244,False,False,True,0
DLDUR711,POZO LA PARRILLA,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,VICENTE GUERRERO-POANAS,POZO,-104.08413,23.77516,2020,235.425,Alta,544.0,Buena para riego,330.0,Excelente para riego,Potable - Dulce,3.0407,Alta,113.6922,Potable - Moderadamente suave,1162.0,Contaminada,0.771932,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0022,Potable - Excelente,0.1505,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.018357367548857414,False,True,False,3
DLDUR712,POZO SAN ISIDRO DE MURILLOS,PACIFICO NORTE,DURANGO,VICENTE GUERRERO,VICENTE GUERRERO-POANAS,POZO,-104.05886,23.68358,2020,168.63,Alta,346.0,Buena para riego,214.6,Excelente para riego,Potable - Dulce,1.7074,Alta,103.7192,Potable - Moderadamente suave,41.0,Buena calidad,0.706184,Potable - Excelente,0.0221,Apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.013449671924231315,False,True,False,2
DLDUR713,POZO NOMBRE DE DIOS,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,VICENTE GUERRERO-POANAS,POZO,-104.24706,23.85314,2020,269.37,Alta,560.0,Buena para riego,380.0,Excelente para riego,Potable - Dulce,1.7899,Alta,169.541,Potable - Dura,10.0,Buena calidad,1.120973,Potable - Excelente,0.0211,Apta como FAAP,0.003,Potable - Excelente,0.0087,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0118,Potable - Excelente,0.0334,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.023759181943535462,False,True,False,2
DLDUR728,POZO DIECISEIS DE SEPTIEMBRE,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.54745,24.05297,2020,248.565,Alta,856.0,Permisible para riego,453.0,Excelente para riego,Potable - Dulce,34.8033,Alta,20.0,Potable - Suave,1.1,Potable - Excelente,0.070972,Potable - Excelente,0.2887,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0274,Potable - Excelente,1.139,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,AS,FE,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,0.016231240898535917,False,True,False,4
DLDUR729,POZO COL. 20 DE NOV.,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58898,24.04655,2020,217.905,Alta,647.0,Buena para riego,471.3333,Excelente para riego,Potable - Dulce,3.6351,Alta,171.312,Potable - Dura,1.1,Potable - Excelente,3.152818,Potable - Excelente,0.0539,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.025850849386242564,False,True,False,3
DLDUR731,POZO 7 GABINO SANTILLAN,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58664,23.98935,2020,173.01,Alta,454.0,Buena para riego,293.0,Excelente para riego,Potable - Dulce,1.9198,Alta,165.336,Potable - Dura,1.1,Potable - Excelente,0.86371,Potable - Excelente,0.0217,Apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0041,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.021129214602673158,False,True,False,2
DLDUR735,POZO COL. EL CIPRES,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.6448,24.05443,2020,98.55,Media,270.0,Buena para riego,195.6667,Excelente para riego,Potable - Dulce,5.0366,Alta,39.84,Potable - Suave,1.1,Potable - Excelente,1.749642,Potable - Excelente,0.0651,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0456,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.006388242402385315,False,True,False,3
DLDUR736,POZO TAPIAS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.70648,23.9961,2020,82.125,Media,170.0,Excelente para riego,136.0,Excelente para riego,Potable - Dulce,0.471,Media,63.8272,Potable - Moderadamente suave,1.1,Potable - Excelente,3.118831,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.006456215088444464,False,False,True,0
DLDUR742M1,POZO SANDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.5974,25.2468,2020,122.64,Media,179.0,Excelente para riego,317.6667,Excelente para riego,Potable - Dulce,1.1346,Potable - Optima,69.272,Potable - Moderadamente suave,1.1,Potable - Excelente,0.274649,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0537,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.007834110180145739,False,False,True,0
DLDUR743M1,POZO 10 DE ABRIL,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.40988,25.0322,2020,192.72,Alta,275.0,Buena para riego,317.0,Excelente para riego,Potable - Dulce,0.888,Potable - Optima,85.1056,Potable - Moderadamente suave,1.1,Potable - Excelente,1.736969,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0153,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.01095097369634064,False,False,True,0
DLDUR746,POZO COL. HIDALGO,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58995,24.15877,2020,245.28,Alta,545.0,Buena para riego,370.4,Excelente para riego,Potable - Dulce,11.6323,Alta,21.9406,Potable - Suave,1.1,Potable - Excelente,0.705931,Potable - Excelente,0.1552,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0203,Potable - Excelente,0.1025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.010471149192323418,False,True,False,3
DLDUR755,POZO JUAN .B. CEBALLOS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DE CANATLAN,POZO,-104.6666,24.20678,2020,144.54,Media,365.0,Buena para riego,257.4,Excelente para riego,Potable - Dulce,0.5567,Media,159.568,Potable - Dura,1.1,Potable - Excelente,7.933859,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.01887624613445749,False,False,True,0
DLDUR756,POZO NICOLAS BRAVO,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.74164,24.39102,2020,101.01,Media,289.0,Buena para riego,182.0,Excelente para riego,Potable - Dulce,4.9721,Alta,35.856,Potable - Suave,1.1,Potable - Excelente,0.9452,Potable - Excelente,0.1184,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0488,Potable - Excelente,1.903,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,AS,FE,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,0.0063243037986631355,False,True,False,4
DLDUR757,POZO J. GPE. AGUILERA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.69968,24.44247,2020,167.61,Alta,343.0,Buena para riego,246.2,Excelente para riego,Potable - Dulce,0.249,Baja,121.512,Potable - Dura,1.1,Potable - Excelente,2.080932,Sin regla coincidente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0092,Potable - Excelente,0.2047,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI,0.01508852832306458,False,False,True,0
DLDUR758,POZO BRUNO MARTINEZ,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.65405,24.52291,2020,357.42,Alta,966.0,Permisible para riego,732.6,Cultivos sensibles,Potable - Dulce,5.2268,Alta,75.696,Potable - Moderadamente suave,1.1,Potable - Excelente,0.225885,Potable - Excelente,0.0421,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.024242566646363307,False,True,False,3
DLDUR759,POZO DONATO GUERRA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.64327,24.61722,2020,266.4,Alta,759.0,Permisible para riego,500.2,Cultivos sensibles,Potable - Dulce,0.2,Baja,308.76,Potable - Dura,1.1,Potable - Excelente,0.729592,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.040069554066502054,False,False,True,0
DLDUR760,POZO 1 SAN LUCAS DE OCAMPO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.64101,24.72936,2020,317.55,Alta,600.0,Buena para riego,597.2,Cultivos sensibles,Potable - Dulce,1.2237,Potable - Optima,243.4416,Potable - Dura,10.0,Buena calidad,5.818675,Potable - Buena calidad,0.0336,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.00054,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.031858662338486825,False,True,False,2
DLDUR761,POZO LEONA VICARIO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.494,24.69971,2020,466.47,Indeseable como FAAP,599.0,Buena para riego,570.0,Cultivos sensibles,Potable - Dulce,1.5535,Alta,237.504,Potable - Dura,1.1,Potable - Excelente,0.784877,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03120817525855489,False,True,False,3
DLDUR762,POZO EL RANCHITO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48151,24.77588,2020,388.725,Alta,619.0,Buena para riego,467.6667,Excelente para riego,Potable - Dulce,2.2075,Alta,172.1904,Potable - Dura,1.1,Potable - Excelente,0.820841,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0253,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.025409432496856888,False,True,False,2
DLDUR763,POZO LA SECUNDARIA,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.47535,24.78529,2020,336.165,Alta,479.0,Buena para riego,731.6667,Cultivos sensibles,Potable - Dulce,1.939,Alta,158.336,Potable - Dura,249.0,Aceptable,1.924454,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.00051,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02274352581462401,False,True,False,2
DLDUR764,POZO LAS CANCHAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48941,24.78859,2020,405.15,Indeseable como FAAP,558.0,Buena para riego,770.0,Cultivos sensibles,Potable - Dulce,2.9383,Alta,188.024,Potable - Dura,20.0,Buena calidad,0.701152,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02693106188410277,False,True,False,3
DLDUR765,POZO TOLEDO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.47438,24.80296,2020,448.95,Indeseable como FAAP,598.0,Buena para riego,578.3333,Cultivos sensibles,Potable - Dulce,4.8495,Alta,152.3984,Potable - Dura,169.0,Buena calidad,0.997268,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.023740264192862053,False,True,False,3
DLDUR766,POZO LA LOMA,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.45502,24.78616,2020,330.69,Alta,499.0,Buena para riego,414.6667,Excelente para riego,Potable - Dulce,2.2834,Alta,170.2112,Potable - Dura,1.1,Potable - Excelente,2.921325,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.022861267523203017,False,True,False,2
